,organisation,alternative name,records lost,year,breach_date,story,sector,method,interesting story,data sensitivity,displayed records,source name,1st source link,2nd source link,ID,organisation_lower,Unnamed: 0,name,domain,year founded,industry,size range,locality,country,linkedin url,current employee estimate,total employee estimate,article_date,Publication,Headline,URL,BreachMentioned,CompanyMentioned
13369,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-03-18,New York Times,On Facebook and Cambridge Analytica’s Secrets (Nov. 2016),https://www.nytimes.com/2016/11/20/opinion/cambridge-analytica-facebook-quiz.html,True,Facebook
13380,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-03-30,Washington Post,Perspective: Facebook gathered us all together — and then set a four-alarm dumpster fire,https://www.washingtonpost.com/news/business/wp/2018/03/30/facebook-gathered-us-all-together-and-then-set-a-four-alarm-dumpster-fire/?utm_term=.f80ffeafd3b2,True,Facebook
13401,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-05-10,Daily Mail,"REVEALED: The 3,500 ads Russian troll factory placed on Facebook to 'cause division' - including backing for Sean Hannity, Bernie Sanders, pro-Trump rallies AND Black Lives Matter",http://www.dailymail.co.uk/news/article-5714045/Lawmakers-release-thousands-Russian-Facebook-ads.html,True,Facebook
13404,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-03-21,USA Today,Read Zuckerberg's first statement on Facebook data scandal,https://www.usatoday.com/story/tech/news/2018/03/21/read-facebook-ceo-mark-zuckerbergs-first-statement-cambridge-analytica-data-scandal/446863002/,True,Facebook
13407,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-03-27,FOX,Rep. Blackburn: Mark 'universal income' Zuckerberg made billions selling Americans' info,http://insider.foxnews.com/2018/03/27/marsha-blackburn-mark-universal-income-zuckerberg-should-testify-privacy-scandal,True,Facebook
13409,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-04-08,CNBC,Republican senator says Facebook scandals may be 'too big' for company to fix alone                              Reuters 4 Hours Ago,https://www.cnbc.com/2018/04/08/senator-says-facebook-scandals-may-be-too-big-for-them-to-fix-alone.html,True,Facebook
13411,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-03-17,The Guardian,Revealed  50m Facebook profiles harvested in major data breach,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election,True,Facebook
13427,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-05-10,The Guardian,Russian Facebook ads hit hot-button US issues,https://www.theguardian.com/us-news/2018/may/10/russia-facebook-ads-us-elections-congress,True,Facebook
13436,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-04-08,Washington Post,SNL,https://www.washingtonpost.com/news/arts-and-entertainment/wp/2018/04/08/snl-pokes-at-mark-zuckerberg-and-the-sheer-creepiness-of-the-cambridge-analytic-breach/,True,Facebook
13441,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-05-06,New York Times,Scholars Have Data on Millions of Facebook Users. Who’s Guarding It?,https://www.nytimes.com/2018/05/06/technology/facebook-information-data-sets-academics.html,True,Facebook
13447,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-04-10,USA Today,Senators to Zuckerberg: We may need to regulate Facebook,https://www.usatoday.com/story/news/politics/2018/04/10/zuckerberg-faces-senators-explain-facebook-data-breaches/502448002/,True,Facebook
13452,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-04-10,The Guardian,Share your story Tell us how you've been affected,https://www.theguardian.com/technology/2018/apr/09/tell-us-how-youve-been-affected-by-the-facebook-data-breach,True,Facebook
13453,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-03-29,The Guardian,Sheryl Sandberg  Facebook business chief leans out of spotlight in scandal,https://www.theguardian.com/technology/2018/mar/29/sheryl-sandberg-facebook-cambridge-analytica,True,Facebook
13471,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-03-22,The Guardian,Steve Bannon on Cambridge Analytica  'Facebook data is for sale all over the world',https://www.theguardian.com/us-news/2018/mar/22/steve-bannon-on-cambridge-analytica-facebook-data-is-for-sale-all-over-the-world,True,Facebook
13480,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-05-17,USA Today,Talking Tech                      That royal wedding quiz on Facebook could put you at risk for identity theft,https://www.usatoday.com/story/tech/talkingtech/2018/05/17/facebook-royal-wedding-quiz-could-lead-identity-theft-so-skip/620944002/,True,Facebook
13481,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-04-23,USA Today,Talking Tech              Cambridge researcher blasts Facebook's 'PR spin',https://www.usatoday.com/story/tech/talkingtech/2018/04/23/facebook-data-scandal-researcher-said-company-response-just-pr-spin/541826002/,True,Facebook
13484,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-03-18,USA Today,Tech                                              Facebook faces backlash over political firm's access,https://www.usatoday.com/story/tech/2018/03/18/facebook-cambridge-analytica/436373002/,True,Facebook
13486,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-05-10,USA Today,Tech                      Congress releases thousands of Facebook ads Russians bought to fool U.S. voters,https://www.usatoday.com/story/tech/2018/05/10/thousands-russian-bought-facebook-social-media-ads-released-congress/849959001/,True,Facebook
13488,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-04-30,USA Today,Tech                      WhatsApp CEO leaves Facebook after Cambridge Analytica,https://www.usatoday.com/story/tech/2018/04/30/whatsapp-ceo-jan-koum-leaving-facebook-after-cambridge-analytica/566804002/,True,Facebook
13489,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-03-21,USA Today,Tech                      Zuckerberg breaks silence on Cambridge Analytica,https://www.usatoday.com/story/tech/2018/03/21/facebook-ceo-mark-zuckerberg-finally-speaks-cambridge-analytica-we-need-fix-breach-trust/445791002/,True,Facebook
13504,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-05-18,CNBC,That Facebook royal wedding quiz? It could put you at risk for identity theft,https://www.cnbc.com/2018/05/18/facebook-royal-wedding-quiz-could-put-you-at-risk-for-identity-theft.html,True,Facebook
13511,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,1396853,facebook,,,cosmetics,1 - 10,,,linkedin.com/company/facebeater,2,2,2018-05-11,Washington Post,The Facebook ad dump shows the true sophistication of Russia’s influence operation,https://www.washingtonpost.com/news/powerpost/paloma/the-cybersecurity-202/2018/05/11/the-cybersecurity-202-the-facebook-ad-dump-shows-the-true-sophistication-of-russia-s-influence-operation/5af4733a30fb04258879944e/,True,Facebook
