,organisation,alternative name,records lost,year,breach_date,story,sector,method,interesting story,data sensitivity,displayed records,source name,1st source link,2nd source link,ID,organisation_lower,Unnamed: 0,name,domain,year founded,industry,size range,locality,country,linkedin url,current employee estimate,total employee estimate,article_date,Publication,Headline,URL,BreachMentioned,CompanyMentioned
4447,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2018-05-11,Washington Post,The Facebook ad dump shows the true sophistication of Russia’s influence operation,https://www.washingtonpost.com/news/powerpost/paloma/the-cybersecurity-202/2018/05/11/the-cybersecurity-202-the-facebook-ad-dump-shows-the-true-sophistication-of-russia-s-influence-operation/5af4733a30fb04258879944e/,True,Facebook
4463,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2018-03-23,CNBC,The outrage over Facebook data leak is sending regulators 'a dangerous message',https://www.cnbc.com/2018/03/23/facebook-data-scandal-is-sending-regulators-a-dangerous-message.html,True,Facebook
4467,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2018-03-16,Washington Post,They were searching for videos. Facebook thought they wanted videos of child abuse.,https://www.washingtonpost.com/news/the-switch/wp/2018/03/16/they-were-searching-for-videos-facebook-thought-they-wanted-videos-of-child-abuse/,True,Facebook
4469,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2018-03-26,CNBC,"This small online retail stock will plunge if Facebook takes its data 'punch bowl' away, says short-seller Andrew Left",https://www.cnbc.com/2018/03/26/andrew-left-shopify-will-plunge-if-facebook-takes-its-data-punch-bowl-away.html,True,Facebook
4492,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2018-03-24,New York Post,UK investigators search firm's office at center of Facebook data storm,https://nypost.com/2018/03/24/uk-investigators-search-firms-office-at-center-of-facebook-data-storm/,True,Facebook
4498,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2018-03-21,New York Times,Users Abandon Facebook After Cambridge Findings,https://www.nytimes.com/2018/03/21/technology/users-abandon-facebook.html,True,Facebook
4514,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2018-03-21,BBC,"We made mistakes, admits Facebook chief",http://www.bbc.com/news/world-us-canada-43494337,True,Facebook
4515,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2018-05-12,USA Today,We read every Facebook ad bought by Russians. Here's what we found,https://www.usatoday.com/story/news/2018/05/11/what-we-found-facebook-ads-russians-accused-election-meddling/602319002/,True,Facebook
4519,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2018-04-11,New York Times,What You Don’t Know About How Facebook Uses Your Data,https://www.nytimes.com/2018/04/11/technology/facebook-privacy-hearings.html,True,Facebook
4521,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2018-04-09,USA Today,"What to do if Facebook says your info was used by Cambridge…3 hours, 8 minutes              | News",https://www.usatoday.com/story/tech/news/2018/04/09/facebook-cambridge-analytica-what-if-your-facebook-data-used/499413002/,True,Facebook
4523,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2018-03-19,Washington Post,What you need to know about the Cambridge Analytica-Facebook controversy,https://www.washingtonpost.com/video/business/technology/what-you-need-to-know-about-the-cambridge-analytica-facebook-controversy/2018/03/19/b25894ec-2bae-11e8-8dc9-3b51e028b845_video.html,True,Facebook
4525,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2018-04-30,The Guardian,WhatsApp  CEO Jan Koum quits over privacy disagreements with Facebook,https://www.theguardian.com/technology/2018/apr/30/jan-koum-whatsapp-co-founder-quits-facebook,True,Facebook
4528,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2018-05-05,Washington Post,When a stranger takes your face: Facebookâ€™s failed crackdown on fake accounts,https://www.washingtonpost.com/business/economy/when-a-stranger-takes-your-face-facebooks-failed-crackdown-on-fake-accounts/2018/05/04/d3318838-4f1a-11e8-af46-b1d6dc0d9bfe_story.html,True,Facebook
4530,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2018-03-19,The Guardian,Where's Zuck?  Facebook CEO silent as data harvesting scandal unfolds,https://www.theguardian.com/news/2018/mar/19/where-is-mark-zuckerberg-facebook-ceo-cambridge-analytica-scandal,True,Facebook
4560,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2018-03-20,The Guardian,Zuckerberg Social media head summoned by MPs in London,https://www.theguardian.com/uk-news/2018/mar/20/officials-seek-warrant-to-enter-cambridge-analytica-hq,True,Facebook
4562,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2018-03-25,USA Today,Zuckerberg buys apology ads amid Facebook mess,https://www.usatoday.com/story/tech/2018/03/25/zuckerberg-takes-out-ads-apologize-facebook-data-misuse-crisis-intensifies/456953002/,True,Facebook
4564,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2018-03-21,CNBC,Zuckerberg on Cambridge Analytica: 'We have a responsibility to protect your data',https://www.cnbc.com/2018/03/21/zuckerberg-statement-on-cambridge-analytica.html,True,Facebook
4565,Facebook,,50000000,2018,2018-03-01,"Cambridge Analytica, headed at the time by Steve Bannon, harvested profiles in early 2014 to build a system that could profile US voters and target them with political adverts.",web,hacked,y,1.0,"50,000,000",Guardian,https://www.theguardian.com/news/2018/mar/17/cambridge-analytica-facebook-influence-us-election?CMP=twt_gu,,290,facebook,3372569,facebook,facebook.com,2004.0,internet,10001+,"menlo park, california, united states",united states,linkedin.com/company/facebook,36149,49059,2018-03-19,BBC,Zuckerberg pressed to face breach concerns  By Dave Lee,http://www.bbc.com/news/technology-43456390,True,Facebook
