,year,corpName,breachType,numRecords,industry,numCustomers,numEmployees,recordType,sensitivity
2229,2019,Bank of America,Insider Threat,558821,Finance,,,,
3362,2019,Bank of America,Malware,491165,Finance,,,,
4048,2019,Bank of America,Physical Breach,832713,Finance,,,,
7624,2019,Bank of America,Password Guessing,72759,Finance,,,,
230,2020,Bank of America,Password Guessing,126805,Finance,,,,
1057,2020,Bank of America,Phishing,286693,Finance,,,,
2041,2020,Bank of America,Physical Breach,472366,Finance,,,,
3415,2020,Bank of America,Phishing,653204,Finance,,,,
4001,2020,Bank of America,Phishing,268061,Finance,,,,
5125,2020,Bank of America,Ransomware,270369,Finance,,,,
6288,2020,Bank of America,Ransomware,890727,Finance,,,,
7464,2020,Bank of America,DDoS Attack,838450,Finance,,,,
8657,2020,Bank of America,Malware,496687,Finance,,,,
9660,2020,Bank of America,DDoS Attack,895021,Finance,,,,
10263,2020,Bank of America,Password Guessing,433454,Finance,,,,
10432,2020,Bank of America,Ransomware,176310,Government,,,,
637,2021,Bank of America,Phishing,123400,Finance,,,,
1160,2021,Bank of America,Ransomware,423511,Finance,,,,
3953,2021,Bank of America,DDoS Attack,381811,Finance,,,,
8134,2021,Bank of America,DDoS Attack,545048,Finance,,,,
8925,2021,Bank of America,Insider Threat,585998,Finance,,,,
9844,2021,Bank of America,DDoS Attack,282337,Finance,,,,
11387,2021,Bank of America,Malware,742400,Healthcare,,,,
1865,2022,Bank of America,Malware,527417,Finance,,,,
2973,2022,Bank of America,DDoS Attack,393142,Finance,,,,
4218,2022,Bank of America,Password Guessing,641873,Finance,,,,
4610,2022,Bank of America,Physical Breach,449290,Finance,,,,
4839,2022,Bank of America,Insider Threat,168958,Finance,,,,
5190,2022,Bank of America,Phishing,696335,Finance,,,,
5559,2022,Bank of America,Malware,314056,Finance,,,,
6466,2022,Bank of America,Password Guessing,692042,Finance,,,,
6570,2022,Bank of America,Insider Threat,265250,Finance,,,,
6883,2022,Bank of America,DDoS Attack,553657,Finance,,,,
7453,2022,Bank of America,DDoS Attack,27195,Finance,,,,
12253,2022,Bank of America,Password Guessing,822503,Government,,,,
12293,2022,Bank of America,Phishing,140705,Healthcare,,,,
132,2023,Bank of America,DDoS Attack,215498,Finance,,,,
369,2023,Bank of America,Password Guessing,886194,Finance,,,,
664,2023,Bank of America,Malware,781788,Finance,,,,
921,2023,Bank of America,Insider Threat,614652,Finance,,,,
1200,2023,Bank of America,Password Guessing,872044,Finance,,,,
1971,2023,Bank of America,Ransomware,113206,Finance,,,,
2849,2023,Bank of America,Password Guessing,496889,Finance,,,,
8096,2023,Bank of America,Phishing,898182,Finance,,,,
8706,2023,Bank of America,Insider Threat,305919,Finance,,,,
9821,2023,Bank of America,Physical Breach,733556,Finance,,,,
10040,2023,Bank of America,Ransomware,25754,Technology,,,,
10507,2023,Bank of America,Password Guessing,361144,Government,,,,
301,2024,Bank of America,Insider Threat,973880,Finance,,,,
1769,2024,Bank of America,Password Guessing,947253,Finance,,,,
2610,2024,Bank of America,Ransomware,719537,Finance,,,,
3214,2024,Bank of America,Insider Threat,970218,Finance,,,,
3222,2024,Bank of America,Phishing,936268,Finance,,,,
5701,2024,Bank of America,Phishing,671797,Finance,,,,
6395,2024,Bank of America,Insider Threat,850197,Finance,,,,
7293,2024,Bank of America,Phishing,219160,Finance,,,,
7626,2024,Bank of America,Ransomware,655996,Finance,,,,
7994,2024,Bank of America,Malware,896002,Finance,,,,
9132,2024,Bank of America,DDoS Attack,879976,Finance,,,,
11508,2024,Bank of America,DDoS Attack,835203,Retail,,,,
76,2000,Best Buy,Insider Threat,770295,Retail,,,,
1299,2000,Best Buy,DDoS Attack,935223,Retail,,,,
2984,2000,Best Buy,DDoS Attack,422312,Retail,,,,
4964,2000,Best Buy,Phishing,389393,Retail,,,,
5043,2000,Best Buy,Ransomware,132966,Retail,,,,
6650,2000,Best Buy,Physical Breach,452317,Retail,,,,
12351,2000,Best Buy,DDoS Attack,336819,Retail,,,,
1524,2001,Best Buy,Phishing,913962,Retail,,,,
2106,2001,Best Buy,Malware,902703,Retail,,,,
2857,2001,Best Buy,Password Guessing,651348,Retail,,,,
5773,2001,Best Buy,Ransomware,421944,Retail,,,,
5979,2001,Best Buy,DDoS Attack,208733,Retail,,,,
6001,2001,Best Buy,Ransomware,509597,Retail,,,,
6139,2001,Best Buy,Password Guessing,980129,Retail,,,,
8733,2001,Best Buy,Phishing,516561,Retail,,,,
10428,2001,Best Buy,Password Guessing,738840,Technology,,,,
10841,2001,Best Buy,Phishing,494703,Retail,,,,
10901,2001,Best Buy,Phishing,974861,Technology,,,,
11478,2001,Best Buy,DDoS Attack,364993,Technology,,,,
198,2002,Best Buy,Phishing,642194,Retail,,,,
1832,2002,Best Buy,Malware,247709,Retail,,,,
2139,2002,Best Buy,Ransomware,597613,Retail,,,,
4237,2002,Best Buy,Malware,114246,Retail,,,,
4818,2002,Best Buy,Password Guessing,315253,Retail,,,,
5668,2002,Best Buy,Insider Threat,704766,Retail,,,,
6597,2002,Best Buy,Malware,403609,Retail,,,,
6717,2002,Best Buy,Phishing,635855,Retail,,,,
7209,2002,Best Buy,Phishing,138121,Retail,,,,
7312,2002,Best Buy,Ransomware,371846,Retail,,,,
7639,2002,Best Buy,Insider Threat,876996,Retail,,,,
7857,2002,Best Buy,Phishing,894429,Retail,,,,
9125,2002,Best Buy,Phishing,771173,Retail,,,,
247,2003,Best Buy,DDoS Attack,686611,Retail,,,,
1956,2003,Best Buy,Insider Threat,58590,Retail,,,,
3706,2003,Best Buy,Physical Breach,218185,Retail,,,,
3725,2003,Best Buy,Ransomware,698079,Retail,,,,
3734,2003,Best Buy,Physical Breach,838232,Retail,,,,
6089,2003,Best Buy,Ransomware,104854,Retail,,,,
7057,2003,Best Buy,Password Guessing,228258,Retail,,,,
9795,2003,Best Buy,Ransomware,664112,Retail,,,,
11161,2003,Best Buy,Phishing,97515,Technology,,,,
668,2004,Best Buy,DDoS Attack,230537,Retail,,,,
1086,2004,Best Buy,Insider Threat,918099,Retail,,,,
1582,2004,Best Buy,Phishing,258284,Retail,,,,
4491,2004,Best Buy,DDoS Attack,774894,Retail,,,,
5451,2004,Best Buy,DDoS Attack,867311,Retail,,,,
7493,2004,Best Buy,Password Guessing,883642,Retail,,,,
9882,2004,Best Buy,Malware,257381,Retail,,,,
9890,2004,Best Buy,Password Guessing,544103,Retail,,,,
9892,2004,Best Buy,DDoS Attack,833599,Retail,,,,
9980,2004,Best Buy,Password Guessing,763291,Retail,,,,
11516,2004,Best Buy,Password Guessing,385235,Technology,,,,
256,2005,Best Buy,Password Guessing,684415,Retail,,,,
594,2005,Best Buy,Malware,189301,Retail,,,,
735,2005,Best Buy,DDoS Attack,620914,Retail,,,,
2019,2005,Best Buy,Malware,130400,Retail,,,,
4515,2005,Best Buy,Malware,130436,Retail,,,,
7530,2005,Best Buy,Phishing,501365,Retail,,,,
10601,2005,Best Buy,Insider Threat,626524,Retail,,,,
955,2006,Best Buy,Ransomware,515958,Retail,,,,
2091,2006,Best Buy,Phishing,271340,Retail,,,,
2887,2006,Best Buy,Insider Threat,639994,Retail,,,,
4136,2006,Best Buy,Malware,157708,Retail,,,,
4169,2006,Best Buy,Insider Threat,325578,Retail,,,,
5532,2006,Best Buy,DDoS Attack,710253,Retail,,,,
5737,2006,Best Buy,Physical Breach,31349,Retail,,,,
6350,2006,Best Buy,Password Guessing,488520,Retail,,,,
8906,2006,Best Buy,Physical Breach,879400,Retail,,,,
9182,2006,Best Buy,Password Guessing,759343,Retail,,,,
9245,2006,Best Buy,Phishing,959347,Retail,,,,
9318,2006,Best Buy,Physical Breach,477305,Retail,,,,
10259,2006,Best Buy,Password Guessing,664243,Healthcare,,,,
10971,2006,Best Buy,Ransomware,969358,Retail,,,,
2384,2007,Best Buy,Password Guessing,486820,Retail,,,,
2818,2007,Best Buy,Phishing,851248,Retail,,,,
3079,2007,Best Buy,Password Guessing,588348,Retail,,,,
3714,2007,Best Buy,DDoS Attack,420789,Retail,,,,
4878,2007,Best Buy,DDoS Attack,237713,Retail,,,,
6203,2007,Best Buy,Password Guessing,683427,Retail,,,,
7563,2007,Best Buy,Insider Threat,819302,Retail,,,,
11227,2007,Best Buy,Insider Threat,542360,Technology,,,,
1096,2008,Best Buy,Physical Breach,864319,Retail,,,,
1685,2008,Best Buy,DDoS Attack,701917,Retail,,,,
3371,2008,Best Buy,Malware,212363,Retail,,,,
5988,2008,Best Buy,DDoS Attack,989215,Retail,,,,
7197,2008,Best Buy,Insider Threat,321920,Retail,,,,
8018,2008,Best Buy,Password Guessing,660104,Retail,,,,
11023,2008,Best Buy,Password Guessing,67307,Healthcare,,,,
11861,2008,Best Buy,DDoS Attack,854463,Healthcare,,,,
353,2009,Best Buy,Insider Threat,530315,Retail,,,,
429,2009,Best Buy,DDoS Attack,454360,Retail,,,,
505,2009,Best Buy,Password Guessing,178409,Retail,,,,
3891,2009,Best Buy,Malware,276232,Retail,,,,
5956,2009,Best Buy,Password Guessing,884401,Retail,,,,
6894,2009,Best Buy,DDoS Attack,674737,Retail,,,,
7907,2009,Best Buy,Password Guessing,635233,Retail,,,,
9650,2009,Best Buy,Malware,668203,Retail,,,,
414,2010,Best Buy,Malware,524460,Retail,,,,
533,2010,Best Buy,Insider Threat,205061,Retail,,,,
615,2010,Best Buy,Physical Breach,957409,Retail,,,,
1707,2010,Best Buy,Malware,870034,Retail,,,,
1754,2010,Best Buy,Phishing,577444,Retail,,,,
2122,2010,Best Buy,Malware,169485,Retail,,,,
3386,2010,Best Buy,Insider Threat,870551,Retail,,,,
6438,2010,Best Buy,Password Guessing,565532,Retail,,,,
7178,2010,Best Buy,Phishing,27526,Retail,,,,
7480,2010,Best Buy,Physical Breach,390772,Retail,,,,
8070,2010,Best Buy,Insider Threat,6663,Retail,,,,
8814,2010,Best Buy,Malware,398776,Retail,,,,
816,2011,Best Buy,DDoS Attack,655974,Retail,,,,
3907,2011,Best Buy,Password Guessing,25498,Retail,,,,
5228,2011,Best Buy,DDoS Attack,903426,Retail,,,,
5392,2011,Best Buy,Physical Breach,952248,Retail,,,,
6559,2011,Best Buy,Password Guessing,425172,Retail,,,,
7108,2011,Best Buy,Password Guessing,961634,Retail,,,,
8437,2011,Best Buy,DDoS Attack,435950,Retail,,,,
12190,2011,Best Buy,Ransomware,513965,Technology,,,,
137,2012,Best Buy,DDoS Attack,662282,Retail,,,,
2291,2012,Best Buy,Ransomware,748227,Retail,,,,
4659,2012,Best Buy,Insider Threat,429505,Retail,,,,
8911,2012,Best Buy,Physical Breach,864398,Retail,,,,
9211,2012,Best Buy,DDoS Attack,598553,Retail,,,,
9341,2012,Best Buy,Password Guessing,837298,Retail,,,,
10495,2012,Best Buy,Insider Threat,164637,Finance,,,,
531,2013,Best Buy,Ransomware,128630,Retail,,,,
4843,2013,Best Buy,Physical Breach,8402,Retail,,,,
7742,2013,Best Buy,Phishing,267296,Retail,,,,
8742,2013,Best Buy,Malware,246140,Retail,,,,
295,2014,Best Buy,Physical Breach,139364,Retail,,,,
793,2014,Best Buy,Ransomware,117671,Retail,,,,
918,2014,Best Buy,Malware,297765,Retail,,,,
1233,2014,Best Buy,Password Guessing,201160,Retail,,,,
4306,2014,Best Buy,Phishing,122248,Retail,,,,
4723,2014,Best Buy,Phishing,382030,Retail,,,,
5166,2014,Best Buy,Malware,131001,Retail,,,,
5635,2014,Best Buy,DDoS Attack,144279,Retail,,,,
7709,2014,Best Buy,Physical Breach,852717,Retail,,,,
8103,2014,Best Buy,Ransomware,647595,Retail,,,,
9250,2014,Best Buy,Ransomware,872943,Retail,,,,
9731,2014,Best Buy,Ransomware,233561,Retail,,,,
10741,2014,Best Buy,Insider Threat,955960,Technology,,,,
11553,2014,Best Buy,Password Guessing,839383,Finance,,,,
11742,2014,Best Buy,Insider Threat,859279,Finance,,,,
5309,2015,Best Buy,Password Guessing,142985,Retail,,,,
5348,2015,Best Buy,DDoS Attack,614751,Retail,,,,
6282,2015,Best Buy,Insider Threat,262297,Retail,,,,
6928,2015,Best Buy,Phishing,114798,Retail,,,,
7618,2015,Best Buy,Physical Breach,424979,Retail,,,,
8761,2015,Best Buy,Phishing,103344,Retail,,,,
179,2016,Best Buy,Malware,569882,Retail,,,,
5327,2016,Best Buy,Physical Breach,970796,Retail,,,,
12225,2016,Best Buy,Phishing,429427,Government,,,,
19,2017,Best Buy,Password Guessing,873600,Retail,,,,
2082,2017,Best Buy,Phishing,122811,Retail,,,,
3784,2017,Best Buy,Password Guessing,97981,Retail,,,,
7300,2017,Best Buy,Physical Breach,637521,Retail,,,,
8337,2017,Best Buy,Phishing,911515,Retail,,,,
10719,2017,Best Buy,DDoS Attack,72930,Technology,,,,
11359,2017,Best Buy,Malware,556731,Finance,,,,
31,2018,Best Buy,DDoS Attack,105721,Retail,,,,
4551,2018,Best Buy,Ransomware,734286,Retail,,,,
4780,2018,Best Buy,Ransomware,155512,Retail,,,,
6704,2018,Best Buy,Ransomware,950712,Retail,,,,
8804,2018,Best Buy,Phishing,53441,Retail,,,,
11210,2018,Best Buy,Ransomware,284274,Finance,,,,
838,2019,Best Buy,Physical Breach,458049,Retail,,,,
2652,2019,Best Buy,Malware,357823,Retail,,,,
3986,2019,Best Buy,Ransomware,539548,Retail,,,,
6733,2019,Best Buy,Phishing,646776,Retail,,,,
7776,2019,Best Buy,Malware,7097,Retail,,,,
8173,2019,Best Buy,Phishing,354472,Retail,,,,
9086,2019,Best Buy,Ransomware,326824,Retail,,,,
10759,2019,Best Buy,Password Guessing,50097,Healthcare,,,,
654,2020,Best Buy,DDoS Attack,48976,Retail,,,,
2637,2020,Best Buy,Physical Breach,214017,Retail,,,,
2898,2020,Best Buy,DDoS Attack,416688,Retail,,,,
3451,2020,Best Buy,Ransomware,206287,Retail,,,,
7482,2020,Best Buy,Ransomware,96631,Retail,,,,
8413,2020,Best Buy,Insider Threat,975355,Retail,,,,
9356,2020,Best Buy,DDoS Attack,384936,Retail,,,,
10994,2020,Best Buy,Insider Threat,902176,Finance,,,,
11119,2020,Best Buy,Phishing,999680,Finance,,,,
11292,2020,Best Buy,Malware,494645,Finance,,,,
359,2021,Best Buy,DDoS Attack,299254,Retail,,,,
2025,2021,Best Buy,Password Guessing,673677,Retail,,,,
2528,2021,Best Buy,Insider Threat,476071,Retail,,,,
4536,2021,Best Buy,Insider Threat,930998,Retail,,,,
4817,2021,Best Buy,Phishing,546407,Retail,,,,
5046,2021,Best Buy,Ransomware,67116,Retail,,,,
6424,2021,Best Buy,Insider Threat,942815,Retail,,,,
6887,2021,Best Buy,Insider Threat,984570,Retail,,,,
7153,2021,Best Buy,Malware,561575,Retail,,,,
9442,2021,Best Buy,Physical Breach,542838,Retail,,,,
9526,2021,Best Buy,Ransomware,170755,Retail,,,,
10144,2021,Best Buy,Insider Threat,525294,Healthcare,,,,
10703,2021,Best Buy,Physical Breach,348823,Finance,,,,
12295,2021,Best Buy,Ransomware,834493,Retail,,,,
5,2022,Best Buy,Malware,409004,Retail,,,,
1764,2022,Best Buy,Phishing,783597,Retail,,,,
2837,2022,Best Buy,Malware,756949,Retail,,,,
4625,2022,Best Buy,Malware,399398,Retail,,,,
4970,2022,Best Buy,DDoS Attack,667103,Retail,,,,
5225,2022,Best Buy,Physical Breach,79487,Retail,,,,
7581,2022,Best Buy,Insider Threat,729956,Retail,,,,
8466,2022,Best Buy,Phishing,415911,Retail,,,,
9491,2022,Best Buy,Password Guessing,383815,Retail,,,,
9796,2022,Best Buy,DDoS Attack,339251,Retail,,,,
10338,2022,Best Buy,Phishing,786144,Retail,,,,
10598,2022,Best Buy,DDoS Attack,945199,Technology,,,,
10749,2022,Best Buy,Password Guessing,902868,Technology,,,,
11937,2022,Best Buy,Ransomware,688975,Finance,,,,
12126,2022,Best Buy,Physical Breach,243294,Healthcare,,,,
12183,2022,Best Buy,Password Guessing,3972,Retail,,,,
12229,2022,Best Buy,Insider Threat,631159,Retail,,,,
1503,2023,Best Buy,Malware,633929,Retail,,,,
1889,2023,Best Buy,Malware,170409,Retail,,,,
6284,2023,Best Buy,Ransomware,146523,Retail,,,,
10182,2023,Best Buy,Physical Breach,204210,Government,,,,
11609,2023,Best Buy,Ransomware,421581,Healthcare,,,,
11864,2023,Best Buy,Ransomware,36937,Healthcare,,,,
209,2024,Best Buy,Insider Threat,543060,Retail,,,,
659,2024,Best Buy,Phishing,457018,Retail,,,,
1439,2024,Best Buy,Insider Threat,259563,Retail,,,,
3367,2024,Best Buy,Physical Breach,364828,Retail,,,,
5868,2024,Best Buy,Phishing,291480,Retail,,,,
5986,2024,Best Buy,Malware,841279,Retail,,,,
7850,2024,Best Buy,Ransomware,146318,Retail,,,,
8107,2024,Best Buy,DDoS Attack,642073,Retail,,,,
8647,2024,Best Buy,Phishing,452782,Retail,,,,
8670,2024,Best Buy,DDoS Attack,36973,Retail,,,,
8897,2024,Best Buy,Physical Breach,205810,Retail,,,,
11849,2024,Best Buy,Phishing,271392,Government,,,,
12285,2024,Best Buy,DDoS Attack,891864,Technology,,,,
12300,2024,Best Buy,Malware,960497,Finance,,,,
818,2000,CIA,DDoS Attack,111412,Government,,,,
1649,2000,CIA,Ransomware,18953,Government,,,,
3856,2000,CIA,Phishing,268100,Government,,,,
7931,2000,CIA,Malware,737577,Government,,,,
9413,2000,CIA,DDoS Attack,855071,Government,,,,
11663,2000,CIA,Phishing,559593,Technology,,,,
608,2001,CIA,Physical Breach,113914,Government,,,,
1456,2001,CIA,Malware,796373,Government,,,,
3270,2001,CIA,Password Guessing,646446,Government,,,,
3799,2001,CIA,DDoS Attack,425546,Government,,,,
5661,2001,CIA,Insider Threat,426967,Government,,,,
6249,2001,CIA,Phishing,477371,Government,,,,
6392,2001,CIA,Phishing,137411,Government,,,,
8843,2001,CIA,Physical Breach,245588,Government,,,,
12057,2001,CIA,DDoS Attack,643304,Finance,,,,
12182,2001,CIA,Password Guessing,239126,Government,,,,
2775,2002,CIA,Password Guessing,36773,Government,,,,
3775,2002,CIA,Ransomware,891459,Government,,,,
4041,2002,CIA,Phishing,97748,Government,,,,
6447,2002,CIA,Phishing,523906,Government,,,,
7339,2002,CIA,Ransomware,96880,Government,,,,
8595,2002,CIA,Password Guessing,1434,Government,,,,
727,2003,CIA,Ransomware,43211,Government,,,,
2480,2003,CIA,Malware,494171,Government,,,,
3256,2003,CIA,Malware,689726,Government,,,,
7235,2003,CIA,Password Guessing,740419,Government,,,,
7678,2003,CIA,Physical Breach,387971,Government,,,,
7853,2003,CIA,Ransomware,249044,Government,,,,
8667,2003,CIA,Insider Threat,239984,Government,,,,
320,2004,CIA,Insider Threat,921982,Government,,,,
1135,2004,CIA,Ransomware,406605,Government,,,,
2878,2004,CIA,Ransomware,904426,Government,,,,
3926,2004,CIA,Physical Breach,65274,Government,,,,
4532,2004,CIA,Phishing,870110,Government,,,,
5083,2004,CIA,DDoS Attack,732074,Government,,,,
5244,2004,CIA,Ransomware,381480,Government,,,,
5489,2004,CIA,Password Guessing,61031,Government,,,,
8898,2004,CIA,Physical Breach,857291,Government,,,,
9431,2004,CIA,Malware,775786,Government,,,,
9635,2004,CIA,Ransomware,240749,Government,,,,
10674,2004,CIA,Password Guessing,805069,Healthcare,,,,
10780,2004,CIA,Ransomware,456324,Technology,,,,
4552,2005,CIA,Physical Breach,200988,Government,,,,
4815,2005,CIA,DDoS Attack,576560,Government,,,,
5510,2005,CIA,Phishing,344461,Government,,,,
5970,2005,CIA,Malware,932411,Government,,,,
7087,2005,CIA,Phishing,229417,Government,,,,
7688,2005,CIA,Phishing,679158,Government,,,,
7720,2005,CIA,DDoS Attack,285560,Government,,,,
8795,2005,CIA,Ransomware,597793,Government,,,,
10126,2005,CIA,Malware,702562,Technology,,,,
10628,2005,CIA,Phishing,438522,Government,,,,
10738,2005,CIA,Password Guessing,860875,Technology,,,,
10995,2005,CIA,DDoS Attack,766374,Technology,,,,
406,2006,CIA,Password Guessing,711083,Government,,,,
621,2006,CIA,Phishing,951672,Government,,,,
901,2006,CIA,DDoS Attack,214464,Government,,,,
1997,2006,CIA,Ransomware,261626,Government,,,,
2840,2006,CIA,Insider Threat,692895,Government,,,,
4645,2006,CIA,Insider Threat,623531,Government,,,,
5027,2006,CIA,Malware,310579,Government,,,,
6212,2006,CIA,Malware,288426,Government,,,,
6481,2006,CIA,Phishing,283196,Government,,,,
6741,2006,CIA,Password Guessing,767763,Government,,,,
6851,2006,CIA,Ransomware,247550,Government,,,,
7539,2006,CIA,Password Guessing,842878,Government,,,,
9353,2006,CIA,Ransomware,456428,Government,,,,
10635,2006,CIA,Malware,672473,Government,,,,
10644,2006,CIA,Physical Breach,576505,Healthcare,,,,
11956,2006,CIA,Password Guessing,7833,Retail,,,,
266,2007,CIA,Ransomware,239846,Government,,,,
606,2007,CIA,Malware,210700,Government,,,,
1636,2007,CIA,Physical Breach,761973,Government,,,,
